name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc001eos.2	chr1	-	145764594	145827103	145765018	145811396	14	145764594,145765368,145769407,145771634,145787771,145788766,145791060,145803307,145804244,145811341,145811895,145816636,145818766,145826887,	145765225,145765434,145769497,145771730,145787864,145788855,145791170,145803388,145804365,145811463,145812002,145816740,145818826,145827103,	B7ZAQ6	uc001eos.2
uc001eot.2	chr1	-	145764594	145827103	145765018	145826929	14	145764594,145765368,145769407,145771634,145787771,145788766,145791060,145803307,145804244,145811341,145811895,145816636,145818766,145826887,	145765225,145765434,145769497,145771730,145787864,145788855,145791170,145803388,145804365,145811443,145812002,145816740,145818826,145827103,	B7ZAQ6	uc001eot.2
uc010ozd.1	chr1	-	145764594	145827103	145765018	145816683	14	145764594,145765368,145769407,145771634,145787771,145788766,145791060,145803307,145804244,145811341,145811895,145816636,145818766,145826887,	145765225,145765434,145769497,145771730,145787864,145788855,145791170,145803388,145804365,145811443,145812002,145816761,145818826,145827103,	B7ZAQ6	uc010ozd.1
uc010oze.1	chr1	-	145765142	145827103	145765194	145826929	13	145765142,145769407,145771634,145787771,145788766,145791060,145803307,145804244,145811341,145811895,145816636,145818766,145826887,	145765434,145769497,145771730,145787864,145788855,145791170,145803388,145804365,145811443,145812002,145816740,145818826,145827103,	B4DT03	uc010oze.1
uc001eou.4	chr1	+	145883867	145924049	145883867	145923443	9	145883867,145884854,145897084,145899405,145900397,145916724,145918957,145923027,145923236,	145883998,145884935,145897194,145899494,145900490,145916820,145919047,145923093,145924049,	A6NKF9	uc001eou.4
uc009wiz.3	chr1	+	145897301	145924049	145897301	145897301	7	145897301,145899425,145900397,145916724,145918957,145923027,145923236,	145898959,145899494,145900490,145916820,145919047,145923093,145924049,		uc009wiz.3
uc010ozf.2	chr1	-	145924387	145934507	145924826	145934483	5	145924387,145926121,145927048,145931843,145934311,	145924880,145926412,145927273,145932040,145934507,	A8MUH7	uc010ozf.2
uc001eov.1	chr1	-	145924387	145942619	145924387	145924387	9	145924387,145926121,145927113,145931843,145934311,145935893,145939863,145940656,145940977,	145924880,145926412,145927273,145932040,145934507,145936030,145940113,145940788,145942619,		uc001eov.1
uc021ova.1	chr1	+	145963303	145963375	145963303	145963303	1	145963303,	145963375,		uc021ova.1
uc021ovb.1	chr1	-	145979033	145979107	145979033	145979033	1	145979033,	145979107,		uc021ovb.1
uc001eox.3	chr1	-	146032541	146057622	146034391	146057327	19	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040889,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146057274,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039847,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146057622,	Q5RGN0	uc001eox.3
uc010ozg.2	chr1	-	146032541	146057734	146034391	146057449	21	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040889,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146055344,146057274,146057586,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039847,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146055447,146057484,146057734,	F6WGW4	uc010ozg.2
uc009wjc.3	chr1	-	146032541	146057734	146032541	146032541	19	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146057274,146057586,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039847,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146057484,146057734,		uc009wjc.3
uc001eoz.3	chr1	-	146032541	146082431	146032541	146032541	23	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040889,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146057274,146057586,146066114,146073857,146082192,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039923,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146057484,146057734,146066256,146074129,146082431,		uc001eoz.3
uc001epa.4	chr1	-	146032541	146082765	146032541	146032541	25	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040969,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146055344,146057274,146057586,146066114,146068153,146073857,146082162,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039847,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146055447,146057484,146057734,146066256,146068252,146074129,146082765,		uc001epa.4
uc010ozh.3	chr1	-	146032541	146082765	146034391	146066241	24	146032541,146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040889,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146055344,146057274,146066114,146068153,146073857,146082162,	146034408,146035147,146036030,146036740,146037622,146038270,146039162,146039847,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146055447,146057484,146066256,146068252,146074129,146082765,	NP_899228	uc010ozh.3
uc031pog.1	chr1	-	146035038	146068252	146035039	146057327	22	146035038,146035861,146036688,146037449,146038218,146038989,146039795,146040889,146044948,146046289,146046959,146048068,146049116,146050997,146052551,146053225,146054298,146057274,146057586,146065566,146066114,146068153,	146035147,146036030,146036740,146037622,146038270,146039162,146039847,146041053,146045000,146046495,146047032,146048283,146049219,146051207,146052763,146053298,146054513,146057484,146057734,146065690,146066256,146068252,	Q5RGN0	uc031pog.1
uc021ovc.1	chr1	-	146057690	146057717	146057690	146057690	1	146057690,	146057717,		uc021ovc.1
uc021ovd.1	chr1	+	146124160	146124283	146124160	146124160	1	146124160,	146124283,		uc021ovd.1
uc021ove.1	chr1	-	146215990	146217136	146215990	146215990	2	146215990,146216765,	146216051,146217136,		uc021ove.1
uc031poh.1	chr1	+	146310551	146334210	146310551	146310551	1	146310551,	146334210,		uc031poh.1
uc010ozk.2	chr1	+	146334189	146460493	146410975	146460491	54	146334189,146378601,146381744,146384513,146386537,146395056,146395306,146397358,146398292,146399554,146400090,146401670,146403654,146404588,146405853,146406389,146407957,146409945,146410883,146412135,146412672,146414167,146418137,146419343,146420018,146425675,146426323,146427205,146427927,146428814,146429548,146430440,146434313,146435205,146435853,146436735,146437457,146438344,146439078,146446185,146446833,146447725,146448373,146449255,146449977,146450864,146451598,146452490,146456358,146457250,146457897,146458779,146459497,146460384,	146334210,146378873,146381797,146384612,146386679,146395204,146395516,146397461,146398507,146399627,146400302,146401880,146403757,146404803,146405926,146406601,146408167,146410048,146411098,146412208,146412878,146414219,146418221,146419395,146420191,146425727,146426496,146427257,146428100,146428923,146429721,146430492,146434486,146435257,146436026,146436787,146437630,146438453,146439251,146446237,146447006,146447777,146448546,146449307,146450150,146450973,146451771,146452542,146456531,146457302,146458070,146458831,146459670,146460493,	H0Y8D2	uc010ozk.2
uc031poi.1	chr1	+	146373856	146467744	146395341	146466121	37	146373856,146378601,146381744,146384513,146386537,146395056,146395306,146397358,146398292,146399554,146400090,146401670,146403654,146404588,146405853,146406389,146407957,146409945,146410883,146412135,146412672,146414167,146418137,146419343,146420018,146447725,146448373,146454019,146454737,146455624,146456358,146462010,146462657,146463539,146464263,146465150,146465877,	146374324,146378873,146381797,146384612,146386679,146395204,146395516,146397461,146398507,146399627,146400302,146401880,146403757,146404803,146405926,146406601,146408167,146410048,146411098,146412208,146412878,146414219,146418301,146419395,146420191,146447777,146448546,146454071,146454910,146455733,146456531,146462062,146462830,146463591,146464436,146465259,146467744,	NP_001265070	uc031poi.1
uc021ovf.1	chr1	+	146395306	146450973	146395341	146450971	14	146395306,146403654,146404588,146412135,146412672,146414167,146418137,146419343,146420018,146447725,146448373,146449255,146449977,146450864,	146395516,146403757,146404803,146412208,146412878,146414219,146418301,146419395,146420191,146447777,146448546,146449307,146450150,146450973,	F8WEB0	uc021ovf.1
uc010ozl.3	chr1	+	146404588	146467744	146412676	146466121	13	146404588,146412135,146412672,146414167,146418137,146419343,146420018,146462010,146462657,146463539,146464263,146465150,146465877,	146404803,146412208,146412878,146414219,146418301,146419395,146420191,146462062,146462830,146463591,146464436,146465259,146467744,	Q5TAG4	uc010ozl.3
uc021ovh.1	chr1	-	146476759	146476831	146476759	146476759	1	146476759,	146476831,		uc021ovh.1
uc001epd.3	chr1	-	146490894	146514599	146491107	146496448	6	146490894,146493269,146494494,146495571,146496366,146514509,	146491253,146493408,146494638,146495798,146496483,146514599,	B4DSZ3	uc001epd.3
uc021ovi.1	chr1	+	146544772	146544844	146544772	146544772	1	146544772,	146544844,		uc021ovi.1
uc021ovj.1	chr1	+	146550177	146550249	146550177	146550177	1	146550177,	146550249,		uc021ovj.1
uc031poj.1	chr1	-	146571065	146585928	146571065	146571065	6	146571065,146573037,146581443,146582377,146585023,146585801,	146571477,146573251,146581616,146582429,146585194,146585928,		uc031poj.1
uc001epe.3	chr1	-	146626684	146644129	146631143	146643723	8	146626684,146633290,146634018,146638076,146638424,146639345,146643567,146644007,	146631221,146633359,146634152,146638197,146638518,146639512,146643746,146644129,	O43741	uc001epe.3
uc010ozm.2	chr1	-	146626684	146644129	146631143	146643644	7	146626684,146633290,146634018,146638076,146638424,146643567,146644007,	146631221,146633359,146634152,146638197,146638518,146643746,146644129,	B4DH06	uc010ozm.2
uc010ozn.2	chr1	-	146626684	146644129	146633316	146643644	6	146626684,146633290,146634018,146638424,146643567,146644007,	146631221,146633359,146634152,146638518,146643746,146644129,	B4E214	uc010ozn.2
uc009wjf.1	chr1	-	146633092	146644129	146633248	146643723	7	146633092,146634018,146638076,146638424,146639345,146643567,146644007,	146633359,146634152,146638197,146638518,146639512,146643746,146644129,	O43741	uc009wjf.1
uc001epg.1	chr1	+	146649429	146651528	146649692	146651078	1	146649429,	146651528,	B4DJ98	uc001epg.1
uc001eph.4	chr1	-	146655883	146697230	146656070	146696621	9	146655883,146661755,146672733,146680413,146683960,146684874,146687323,146696486,146696868,	146656209,146661828,146673086,146680613,146684103,146685037,146687512,146696658,146697230,	C9JJD1	uc001eph.4
uc001epi.2	chr1	-	146657837	146697230	146658478	146696621	9	146657837,146661755,146672733,146680413,146683960,146684874,146687323,146696486,146696878,	146658824,146661828,146673086,146680613,146684103,146685037,146687512,146696658,146697230,	P49326	uc001epi.2
uc001epj.2	chr1	-	146657837	146697230	146661800	146696621	7	146657837,146661755,146680413,146683960,146684874,146687323,146696486,	146658824,146661828,146680613,146684103,146685037,146687512,146697230,	P49326-2	uc001epj.2
uc001epk.4	chr1	-	146680017	146697230	146680382	146696621	5	146680017,146683960,146684874,146687323,146696486,	146680613,146684103,146685037,146687512,146697230,	Q9HA79	uc001epk.4
uc001epm.5	chr1	+	146714290	146767447	146714353	146767190	23	146714290,146724277,146726524,146727467,146728184,146731490,146736080,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146726631,146727582,146728216,146731572,146736243,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	Q86WJ1	uc001epm.5
uc001epn.5	chr1	+	146714290	146767447	146726623	146767190	23	146714290,146724277,146726552,146727467,146728184,146731490,146736080,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146726631,146727582,146728216,146731572,146736243,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	NP_078844	uc001epn.5
uc031pok.1	chr1	+	146714290	146767447	146724343	146767190	22	146714290,146724277,146727467,146728184,146731490,146736080,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146727582,146728216,146731572,146736243,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	NP_001243265	uc031pok.1
uc009wjg.4	chr1	+	146714290	146767447	146714290	146714290	21	146714290,146724277,146726524,146727467,146728184,146731490,146736080,146737590,146739084,146740440,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146726631,146727582,146728216,146731572,146736243,146737746,146739177,146740537,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,		uc009wjg.4
uc010ozp.3	chr1	+	146714290	146767447	146737694	146767190	18	146714290,146731490,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146731572,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	NP_001243266	uc010ozp.3
uc001epo.5	chr1	+	146714290	146767447	146714353	146767190	17	146714290,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	NP_001243267	uc001epo.5
uc010ozo.3	chr1	+	146714290	146767447	146714290	146714290	22	146714290,146724277,146727467,146728184,146731490,146736080,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751703,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146727582,146728216,146731572,146736243,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,		uc010ozo.3
uc009wjh.4	chr1	+	146714290	146767447	146714353	146767190	20	146714290,146724277,146726524,146727467,146728184,146731490,146736080,146737590,146739084,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146714480,146724390,146726631,146727582,146728216,146731572,146736243,146737746,146739177,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	Q86WJ1-2	uc009wjh.4
uc010ozq.1	chr1	+	146736038	146757164	146747027	146757162	9	146736038,146737590,146739084,146740440,146747016,146747767,146751698,146756023,146757000,	146736243,146737746,146739177,146740537,146747131,146747921,146751864,146756172,146757164,		uc010ozq.1
uc009wji.4	chr1	+	146736038	146767447	146737694	146767190	17	146736038,146737590,146739084,146740440,146742592,146743831,146747016,146747767,146751698,146756023,146757000,146757974,146759313,146763163,146765291,146766090,146767111,	146736243,146737746,146739177,146740537,146742666,146743942,146747131,146747921,146751864,146756172,146757164,146758177,146759412,146763234,146765406,146766199,146767447,	Q86WJ1	uc009wji.4
uc021ovk.1	chr1	-	146853913	146989699	146853913	146853913	4	146853913,146986157,146987343,146989265,	146856585,146986268,146987499,146989699,		uc021ovk.1
uc001epq.3	chr1	+	147013181	147098015	147083635	147096760	10	147013181,147076569,147078576,147083376,147084681,147086225,147087602,147090621,147094071,147095642,	147013444,147076704,147078659,147083688,147084998,147086415,147087702,147092863,147094332,147098015,	O00512	uc001epq.3
uc010ozr.1	chr1	+	147083376	147096757	147083635	147096757	7	147083376,147084681,147086225,147087602,147090621,147094071,147095678,	147083688,147084776,147086415,147087702,147092863,147094332,147096757,	O00512	uc010ozr.1
uc001epr.2	chr1	-	147119167	147142634	147119224	147142170	10	147119167,147120047,147121945,147124251,147126308,147127275,147131074,147131510,147131761,147141951,	147119368,147120213,147122041,147124352,147126441,147127363,147131154,147131641,147131890,147142634,	Q9NPH0	uc001epr.2
uc009wjj.1	chr1	-	147121945	147142634	147124414	147142170	6	147121945,147126308,147127275,147131074,147131510,147141951,	147124450,147126441,147127363,147131154,147131641,147142634,	Q9NPH0-2	uc009wjj.1
uc001eps.1	chr1	-	147228331	147232714	147230269	147231346	2	147228331,147232606,	147231379,147232714,	P36382	uc001eps.1
uc001ept.1	chr1	-	147228331	147245484	147230269	147231346	2	147228331,147245355,	147231379,147245484,	P36382	uc001ept.1
uc021ovl.1	chr1	-	147230269	147231346	147230269	147231346	1	147230269,	147231346,	P36382	uc021ovl.1
uc001epu.2	chr1	+	147374945	147381395	147380082	147381384	2	147374945,147380071,	147374987,147381395,	P48165	uc001epu.2
uc021ovm.1	chr1	+	147380082	147381384	147380082	147381384	1	147380082,	147381384,	P48165	uc021ovm.1
uc010ozs.1	chr1	+	147400505	147465025	147400649	147464973	13	147400505,147408740,147410827,147415551,147416110,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,	147400691,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147465025,	B4DT03	uc010ozs.1
uc001epv.4	chr1	+	147400505	147465755	147400649	147465149	14	147400505,147408740,147410827,147415551,147416110,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147400691,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	B7ZAQ6	uc001epv.4
uc010ozt.2	chr1	+	147400505	147465755	147408773	147465149	15	147400505,147404709,147408740,147410827,147415551,147416110,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147400691,147404755,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	NP_001091082	uc010ozt.2
uc010ozu.2	chr1	+	147400505	147465755	147410884	147465149	14	147400505,147408740,147410806,147415551,147416110,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147400691,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	B7ZAQ6	uc010ozu.2
uc001epw.4	chr1	+	147400505	147465755	147416157	147465149	14	147400505,147408740,147410827,147415551,147416090,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147400691,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	B7ZAQ6	uc001epw.4
uc010ozv.2	chr1	+	147401128	147465755	147408773	147465149	14	147401128,147408740,147410827,147415551,147416110,147425576,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147401191,147408800,147410931,147415658,147416212,147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	NP_001091082	uc010ozv.2
uc009wjm.3	chr1	+	147425566	147465755	147425566	147465149	9	147425566,147426553,147438785,147441106,147442098,147458430,147460663,147464733,147464942,	147425697,147426634,147438895,147441195,147442191,147458526,147460753,147464799,147465755,	A6NKF9	uc009wjm.3
uc001epy.4	chr1	+	147440589	147465755	147442188	147465149	6	147440589,147442098,147458430,147460663,147464733,147464942,	147441195,147442191,147458526,147460753,147464799,147465755,	NP_001091085	uc001epy.4
uc001epz.1	chr1	-	147466093	147484331	147466093	147466093	9	147466093,147467827,147468819,147473550,147476018,147477604,147481574,147482368,147482689,	147466586,147468118,147468979,147473747,147476214,147477741,147481824,147482500,147484331,		uc001epz.1
uc021ovn.1	chr1	+	147505037	147505109	147505037	147505037	1	147505037,	147505109,		uc021ovn.1
uc021ovo.1	chr1	-	147520766	147520840	147520766	147520766	1	147520766,	147520840,		uc021ovo.1
uc001eqa.3	chr1	-	147574322	147599459	147576172	147599164	19	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582664,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147599111,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581622,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147599459,	Q5RGN0	uc001eqa.3
uc009wjr.3	chr1	-	147574322	147599571	147574322	147574322	19	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147599111,147599423,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581622,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147599321,147599571,		uc009wjr.3
uc010ozx.2	chr1	-	147574322	147599571	147576172	147599286	21	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582664,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147597181,147599111,147599423,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581622,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147597284,147599321,147599571,	F6WGW4	uc010ozx.2
uc001eqc.3	chr1	-	147574322	147624267	147574322	147574322	23	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582664,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147599111,147599423,147607950,147615693,147624028,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581698,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147599321,147599571,147608092,147615965,147624267,		uc001eqc.3
uc001eqd.4	chr1	-	147574322	147624601	147574322	147574322	25	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582744,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147597181,147599111,147599423,147607950,147609989,147615693,147623998,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581622,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147597284,147599321,147599571,147608092,147610088,147615965,147624601,		uc001eqd.4
uc010ozy.3	chr1	-	147574322	147624601	147576172	147608077	24	147574322,147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582664,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147597181,147599111,147607950,147609989,147615693,147623998,	147576189,147576928,147577811,147578517,147579399,147580047,147580939,147581622,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147597284,147599321,147608092,147610088,147615965,147624601,	NP_899228	uc010ozy.3
uc001eqe.3	chr1	-	147574322	148346791	147575945	148024833	14	147574322,147576819,148006225,148007038,148007799,148010112,148010883,148016408,148021576,148022926,148023596,148024710,148025760,148346581,	147576189,147576928,148006398,148007090,148007972,148010164,148011056,148016460,148021628,148023132,148023669,148024925,148025863,148346791,	Q4VC10	uc001eqe.3
uc001eqg.3	chr1	-	147574322	148346929	147575945	148024833	12	147574322,147576819,148006225,148013319,148014080,148016408,148021576,148022926,148023596,148024710,148025760,148346581,	147576189,147576928,148006398,148013371,148014253,148016460,148021628,148023132,148023669,148024925,148025863,148346929,	H0Y3T2	uc001eqg.3
uc001eqf.4	chr1	-	147574322	148346929	147575945	148346756	20	147574322,147576819,148006225,148007038,148007799,148010112,148010883,148016408,148017501,148021576,148022926,148023596,148024710,148025760,148340237,148341794,148342469,148343593,148344639,148346581,	147576189,147576928,148006398,148007090,148007972,148010164,148011056,148016460,148017665,148021628,148023132,148023669,148024925,148025863,148340447,148342006,148342542,148343808,148344742,148346929,	NP_001032590	uc001eqf.4
uc031pol.1	chr1	-	147576819	147610088	147576820	147599164	22	147576819,147577642,147578465,147579226,147579995,147580766,147581570,147582664,147586723,147588075,147588745,147589854,147590902,147592783,147594337,147595011,147596135,147599111,147599423,147607402,147607950,147609989,	147576928,147577811,147578517,147579399,147580047,147580939,147581622,147582828,147586775,147588281,147588818,147590069,147591005,147592993,147594549,147595084,147596350,147599321,147599571,147607526,147608092,147610088,	Q5RGN0	uc031pol.1
uc021ovp.1	chr1	+	147665992	147666115	147665992	147665992	1	147665992,	147666115,		uc021ovp.1
uc001eqh.1	chr1	-	147680370	147691166	147680370	147680370	2	147680370,147689214,	147680931,147691166,		uc001eqh.1
uc021ovq.1	chr1	+	147719028	147719102	147719028	147719028	1	147719028,	147719102,		uc021ovq.1
uc021ovr.1	chr1	-	147737381	147737453	147737381	147737381	1	147737381,	147737453,		uc021ovr.1
uc001eqi.1	chr1	+	147751385	147763966	147751385	147751385	2	147751385,147759795,	147751649,147763966,		uc001eqi.1
uc001eqj.1	chr1	+	147751388	147760170	147751388	147751388	3	147751388,147759795,147760111,	147751662,147760021,147760170,		uc001eqj.1
uc021ovs.1	chr1	+	147753470	147753542	147753470	147753470	1	147753470,	147753542,		uc021ovs.1
uc021ovt.1	chr1	-	147774844	147774916	147774844	147774844	1	147774844,	147774916,		uc021ovt.1
uc021ovu.1	chr1	-	147781029	147781101	147781029	147781029	1	147781029,	147781101,		uc021ovu.1
uc021ovv.1	chr1	+	147800936	147801008	147800936	147800936	1	147800936,	147801008,		uc021ovv.1
uc001eqk.1	chr1	+	147801123	147816764	147801123	147801123	3	147801123,147801650,147816356,	147801487,147802209,147816764,		uc001eqk.1
uc031pom.1	chr1	-	147806602	147806678	147806602	147806602	1	147806602,	147806678,		uc031pom.1
uc021ovw.1	chr1	+	147825688	147825760	147825688	147825688	1	147825688,	147825760,		uc021ovw.1
uc001eql.2	chr1	-	147835126	147931980	147835126	147835126	4	147835126,147841462,147850199,147931723,	147835518,147841571,147851698,147931980,		uc001eql.2
uc010paa.1	chr1	+	147874654	147893482	147874654	147874654	2	147874654,147892519,	147874818,147893482,		uc010paa.1
uc021ovx.1	chr1	+	147877536	147877610	147877536	147877536	1	147877536,	147877610,		uc021ovx.1
uc001eqn.3	chr1	-	147905096	147931904	147905096	147905096	3	147905096,147907255,147931723,	147905781,147907464,147931904,		uc001eqn.3
uc009wjx.1	chr1	-	147906021	147931980	147906021	147906021	5	147906021,147906573,147907255,147908553,147931723,	147906377,147906695,147907464,147908674,147931980,		uc009wjx.1
uc009wjy.1	chr1	-	147906747	147931980	147906747	147906747	2	147906747,147931723,	147907342,147931980,		uc009wjy.1
uc009wjz.1	chr1	-	147907097	147931980	147907097	147907097	2	147907097,147931723,	147907464,147931980,		uc009wjz.1
uc009wka.2	chr1	-	147925822	147930669	147925822	147925822	1	147925822,	147930669,		uc009wka.2
uc001eqo.1	chr1	-	147930760	148176401	147930760	147930760	3	147930760,147931723,148176162,	147930816,147931904,148176401,		uc001eqo.1
uc001eqp.3	chr1	-	147954634	147955419	147954849	147955344	1	147954634,	147955419,	Q9Y536	uc001eqp.3
uc021ovy.1	chr1	+	148000804	148000878	148000804	148000804	1	148000804,	148000878,		uc021ovy.1
uc001eqq.3	chr1	-	148003641	148025863	148004547	148025831	22	148003641,148005402,148006225,148007038,148007799,148008572,148009343,148010112,148010883,148011679,148012502,148013319,148014080,148014853,148015624,148016408,148017501,148021576,148022926,148023596,148024710,148025760,	148004791,148005511,148006398,148007090,148007972,148008624,148009516,148010164,148011056,148011788,148012675,148013371,148014253,148014905,148015797,148016460,148017665,148021628,148023132,148023669,148024925,148025863,	Q5TI25	uc001eqq.3
uc021ovz.1	chr1	-	148003641	148267126	148004547	148266223	8	148003641,148005402,148006225,148007038,148264664,148265445,148266216,148267017,	148004791,148005511,148006398,148007090,148264837,148265497,148266389,148267126,	F8WEX8	uc021ovz.1
uc021owa.1	chr1	-	148003641	148338469	148004547	148338437	22	148003641,148005402,148006225,148007038,148007799,148008572,148009343,148010112,148010883,148270217,148270988,148274981,148275752,148308404,148309175,148329029,148330123,148334194,148335534,148336204,148337317,148338366,	148004791,148005511,148006398,148007090,148007972,148008624,148009516,148010164,148011056,148270269,148271161,148275033,148275925,148308456,148309348,148329081,148330287,148334246,148335740,148336277,148337532,148338469,	B4DH59	uc021owa.1
uc010pad.1	chr1	-	148005402	148011788	148005402	148005402	5	148005402,148006225,148010112,148010883,148011679,	148005511,148006398,148010164,148011056,148011788,		uc010pad.1
