# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_DOWNSTREAM	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_SYNONYMOUS_CODING	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
CFBS_1311	CFBS_1311	YP_008006147.1		0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	543	0	0	0	1	0	5000
CFBS_1312	CFBS_1312	YP_008006148.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1313	CFBS_1313	YP_008006149.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1314	CFBS_1314	YP_008006150.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1321	CFBS_1321	YP_008006157.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1322	CFBS_1322	YP_008006158.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1334	CFBS_1334	YP_008006170.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1335	CFBS_1335	YP_008006171.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1337	CFBS_1337	YP_008006173.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1338	CFBS_1338	YP_008006174.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	573	0	0	0	0	0	0
CFBS_1339	CFBS_1339	YP_008006176.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1340	CFBS_1340	YP_008006175.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1341	CFBS_1341	YP_008006177.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1342	CFBS_1342	YP_008006178.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1343	CFBS_1343	YP_008006179.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1365	CFBS_1365	YP_008006201.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1368	CFBS_1368	YP_008006204.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1369	CFBS_1369	YP_008006205.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1370	CFBS_1370	YP_008006206.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1371	CFBS_1371	YP_008006207.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_1372	CFBS_1372	YP_008006208.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1373	CFBS_1373	YP_008006209.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1401	CFBS_1401	YP_008006237.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1402	CFBS_1402	YP_008006238.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1403	CFBS_1403	YP_008006239.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	1677	0	0	0	0	0	0
CFBS_1404	CFBS_1404	YP_008006240.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1405	CFBS_1405	YP_008006241.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1406	CFBS_1406	YP_008006242.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1407	CFBS_1407	YP_008006243.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1415	CFBS_1415	YP_008006251.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1417	CFBS_1417	YP_008006253.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1418	CFBS_1418	YP_008006254.1		0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1035	0	0	0	1	0	5000
CFBS_1419	CFBS_1419	YP_008006255.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1422	CFBS_1422	YP_008006258.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1424	CFBS_1424	YP_008006260.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1437	CFBS_1437	YP_008006273.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1438	CFBS_1438	YP_008006274.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1439	CFBS_1439	YP_008006275.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1441	CFBS_1441	YP_008006277.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1442	CFBS_1442	YP_008006278.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1443	CFBS_1443	YP_008006279.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1444	CFBS_1444	YP_008006280.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1445	CFBS_1445	YP_008006281.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1446	CFBS_1446	YP_008006282.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1447	CFBS_1447	YP_008006283.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1448	CFBS_1448	YP_008006284.1		0	0	2	1	0	2	0	0	0	1	0	0	0	2	0	1191	0	0	0	1	0	5000
CFBS_1449	CFBS_1449	YP_008006285.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1450	CFBS_1450	YP_008006286.1		0	1	0	2	2	0	0	0	1	0	2	0	5000	1	0	786	0	0	0	0	0	0
CFBS_1451	CFBS_1451	YP_008006287.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1453	CFBS_1453	YP_008006289.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_1454	CFBS_1454	YP_008006290.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1455	CFBS_1455	YP_008006291.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1477	CFBS_1477	YP_008006313.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1479	CFBS_1479	YP_008006314.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1484	CFBS_1484	YP_008006320.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1486	CFBS_1486	YP_008006322.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1487	CFBS_1487	YP_008006323.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1492	CFBS_1492	YP_008006328.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1494	CFBS_1494	YP_008006330.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1495	CFBS_1495	YP_008006331.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1496	CFBS_1496	YP_008006332.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	825	0	0	0	0	0	0
CFBS_1501	CFBS_1501	YP_008006337.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1510	CFBS_1510	YP_008006346.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1512	CFBS_1512	YP_008006348.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1513	CFBS_1513	YP_008006349.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1515	CFBS_1515	YP_008006351.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1516	CFBS_1516	YP_008006352.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_1555	CFBS_1555	YP_008006391.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1556	CFBS_1556	YP_008006392.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1557	CFBS_1557	YP_008006393.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1559	CFBS_1559	YP_008006395.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1560	CFBS_1560	YP_008006396.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1562	CFBS_1562	YP_008006398.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1563	CFBS_1563	YP_008006399.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1564	CFBS_1564	YP_008006400.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1585	CFBS_1585	YP_008006421.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1586	CFBS_1586	YP_008006422.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1587	CFBS_1587	YP_008006423.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1588	CFBS_1588	YP_008006424.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1589	CFBS_1589	YP_008006425.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_1592	CFBS_1592	YP_008006428.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_1593	CFBS_1593	YP_008006429.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_1594	CFBS_1594	YP_008006430.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_1596	CFBS_1596	YP_008006432.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1597	CFBS_1597	YP_008006433.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1598	CFBS_1598	YP_008006434.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1599	CFBS_1599	YP_008006435.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1600	CFBS_1600	YP_008006436.1		0	1	0	2	2	0	0	0	1	0	2	0	5000	1	0	822	0	0	0	0	0	0
CFBS_1601	CFBS_1601	YP_008006437.1		0	0	2	1	0	2	0	0	0	1	0	0	0	2	0	900	0	0	0	1	0	5000
CFBS_1602	CFBS_1602	YP_008006438.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1603	CFBS_1603	YP_008006439.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1604	CFBS_1604	YP_008006440.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1605	CFBS_1605	YP_008006441.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1606	CFBS_1606	YP_008006442.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1607	CFBS_1607	YP_008006443.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1723	CFBS_1723	YP_008006559.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1724	CFBS_1724	YP_008006560.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1698	0	0	0	0	0	0
CFBS_1725	CFBS_1725	YP_008006561.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1726	CFBS_1726	YP_008006562.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1728	CFBS_1728	YP_008006564.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1729	CFBS_1729	YP_008006565.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1735	CFBS_1735	YP_008006571.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1736	CFBS_1736	YP_008006572.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1737	CFBS_1737	YP_008006573.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1738	CFBS_1738	YP_008006574.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1741	CFBS_1741	YP_008006577.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1742	CFBS_1742	YP_008006578.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1758	CFBS_1758	YP_008006594.1		0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1776	0	0	0	1	0	5000
CFBS_1759	CFBS_1759	YP_008006595.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1760	CFBS_1760	YP_008006596.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1761	CFBS_1761	YP_008006597.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1762	CFBS_1762	YP_008006598.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1763	CFBS_1763	YP_008006599.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1764	CFBS_1764	YP_008006600.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	657	0	0	0	0	0	0
CFBS_1765	CFBS_1765	YP_008006601.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1766	CFBS_1766	YP_008006602.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1767	CFBS_1767	YP_008006603.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1769	CFBS_1769	YP_008006605.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1771	CFBS_1771	YP_008006607.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1823	CFBS_1823	YP_008006659.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1824	CFBS_1824	YP_008006660.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1825	CFBS_1825	YP_008006661.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1827	CFBS_1827	YP_008006663.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1828	CFBS_1828	YP_008006664.1		0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	633	0	0	0	1	0	5000
CFBS_1829	CFBS_1829	YP_008006665.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1830	CFBS_1830	YP_008006666.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1831	CFBS_1831	YP_008006667.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1834	CFBS_1834	YP_008006670.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1835	CFBS_1835	YP_008006671.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1836	CFBS_1836	YP_008006672.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1837	CFBS_1837	YP_008006673.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1838	CFBS_1838	YP_008006674.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1865	CFBS_1865	YP_008006701.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1866	CFBS_1866	YP_008006702.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1868	CFBS_1868	YP_008006704.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1869	CFBS_1869	YP_008006705.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1794	0	0	0	0	0	0
CFBS_1870	CFBS_1870	YP_008006706.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1872	CFBS_1872	YP_008006708.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1873	CFBS_1873	YP_008006709.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1875	CFBS_1875	YP_008006711.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1876	CFBS_1876	YP_008006712.1		0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	1098	0	0	0	0	0	0
CFBS_1877	CFBS_1877	YP_008006713.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1878	CFBS_1878	YP_008006714.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1879	CFBS_1879	YP_008006715.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1880	CFBS_1880	YP_008006716.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_1890	CFBS_1890	YP_008006726.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1891	CFBS_1891	YP_008006727.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1892	CFBS_1892	YP_008006728.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1893	CFBS_1893	YP_008006729.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1894	CFBS_1894	YP_008006730.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1392	0	0	0	0	0	0
CFBS_1895	CFBS_1895	YP_008006731.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1896	CFBS_1896	YP_008006732.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1897	CFBS_1897	YP_008006733.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1898	CFBS_1898	YP_008006734.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1899	CFBS_1899	YP_008006735.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1900	CFBS_1900	YP_008006736.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1901	CFBS_1901	YP_008006737.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1902	CFBS_1902	YP_008006738.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1904	CFBS_1904	YP_008006740.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1905	CFBS_1905	YP_008006741.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1907	CFBS_1907	YP_008006743.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_1908	CFBS_1908	YP_008006744.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_1909	CFBS_1909	YP_008006745.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1910	CFBS_1910	YP_008006746.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1911	CFBS_1911	YP_008006747.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1920	0	0	0	0	0	0
CFBS_1926	CFBS_1926	YP_008006762.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1927	CFBS_1927	YP_008006763.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1928	CFBS_1928	YP_008006764.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1930	CFBS_1930	YP_008006766.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1931	CFBS_1931	YP_008006767.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1932	CFBS_1932	YP_008006768.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1933	CFBS_1933	YP_008006769.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1969	CFBS_1969	YP_008006805.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1971	CFBS_1971	YP_008006807.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1974	CFBS_1974	YP_008006810.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1975	CFBS_1975	YP_008006811.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1977	CFBS_1977	YP_008006813.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1979	CFBS_1979	YP_008006815.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2011	CFBS_2011	YP_008006847.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	3750	0	0	0	0	0	0
CFBS_2012	CFBS_2012	YP_008006848.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2013	CFBS_2013	YP_008006849.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2014	CFBS_2014	YP_008006850.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2015	CFBS_2015	YP_008006851.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2024	CFBS_2024	YP_008006860.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2025	CFBS_2025	YP_008006861.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2026	CFBS_2026	YP_008006862.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2027	CFBS_2027	YP_008006863.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_2028	CFBS_2028	YP_008006864.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_2033	CFBS_2033	YP_008006869.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_2034	CFBS_2034	YP_008006870.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_2036	CFBS_2036	YP_008006872.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2070	CFBS_2070	YP_008006906.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2071	CFBS_2071	YP_008006907.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2072	CFBS_2072	YP_008006908.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
